232 40 1 0 1
0            0  0
0.000278554  0  0
0.00228311   0  0
0.00868725   0  0
0.0201939    0  0
0.0352671    0  0
0.0510171    0  0
0.0647886    0  0
0.0747073    0  0
0.0804866    0  0
0.082335     0  0
0.0806949    0  0
0.0762953    0  0
0.0700994    0  0
0.0627841    0  0
0.0551043    0  0
0.0472163    0  0
0.0397448    0  0
0.0326117    0  0
0.0262856    0  0
0.0208187    0  0
0.016315     0  0
0.0128265    0  0
0.00975461   0  0
0.00764593   0  0
0.00597981   0  0
0.00462609   0  0
0.00332443   0  0
0.00249137   0  0
0.00168434   0  0
0.00105955   0  0
0.000616985  0  0
0.000304588  0  0
0.000252521  0  0
0.000330621  0  0
0.000252521  0  0
0.000330621  0  0
0.000278554  0  0
0.000226488  0  0
0            0  0
